id,text,label,pos
,used,O,VBN
,the,B-tool,DT
,command,I-tool,NN
,line,I-tool,NN
,for,O,IN
,execution,O,NN
,.,O,.
Sentence: 5642,Dragonfly,B-software,NNP
,has,O,VBZ
,used,O,VBN
,PowerShell,B-information,NNP
,scripts,I-information,NNS
,for,O,IN
,execution,O,NN
,.,O,.
Sentence: 5643,Dragonfly,B-software,NNP
,has,O,VBZ
,used,O,VBN
,various,O,JJ
,types,O,NNS
,of,O,IN
,scripting,O,VBG
,to,O,TO
,perform,O,VB
,operations,O,NNS
,",",O,","
,including,O,VBG
,Python,B-information,NNP
,scripts,I-information,NNS
,.,O,.
Sentence: 5644,The,B-application,DT
,group,I-application,NN
,was,O,VBD
,observed,O,VBN
,installing,O,JJ
,Python,O,NNP
,2.7,O,CD
,on,O,IN
,a,B-application,DT
,victim,I-application,NN
,.,O,.
Sentence: 5645,Dragonfly,B-software,NNP
,has,O,VBZ
,compromised,O,VBN
,legitimate,B-application,JJ
,websites,I-application,NNS
,to,O,TO
,host,B-device,VB
,C2,I-device,NNP
,and,O,CC
,malware,B-tool,NN
,modules,I-tool,NNS
,.,O,.
Sentence: 5646,Dragonfly,B-software,NNP
,has,O,VBZ
,created,O,VBN
,accounts,O,NNS
,on,O,IN
,victims,B-application,NNS
,",",O,","
,including,O,VBG
,administrator,O,NN
,accounts,O,NNS
,",",O,","
,some,O,DT
,of,O,IN
,which,O,WDT
,appeared,O,VBD
,to,O,TO
,be,O,VB
,tailored,O,VBN
,to,O,TO
,each,O,DT
,individual,O,JJ
,staging,O,NN
,target,O,NN
,.,O,.
Sentence: 5647,Dragonfly,B-software,NNP
,has,O,VBZ
,created,O,VBN
,a,B-file,DT
,directory,I-file,NN
,named,O,VBN
,"""out""",O,NN
,in,O,IN
,the,B-application,DT
,user,I-application,NN
,’s,O,NNP
,%AppData%,B-file,NNP
,folder,I-file,NN
,and,O,CC
,copied,O,VBD
,files,B-file,NNS
,to,O,TO
,it,O,PRP
,.,O,.
Sentence: 5648,Dragonfly,B-software,NNP
,has,O,VBZ
,compromised,O,VBN
,targets,O,NNS
,via,O,IN
,strategic,O,JJ
,web,O,JJ
,compromise,O,NN
,utilizing,O,VBG
,a,O,DT
,custom,O,NN
,exploit,O,JJ
,kit,O,NN
,.,O,.
Sentence: 5649,Dragonfly,B-software,NNP
,has,O,VBZ
,accessed,O,VBN
,email,O,JJ
,accounts,O,NNS
,using,O,VBG
,Outlook,O,NNP
,Web,O,NNP
,Access,O,NNP
,.,O,.
Sentence: 5650,Dragonfly,B-software,NNP
,has,O,VBZ
,conducted,O,VBN
,SQL,O,NNP
,injection,O,NN
,attacks,O,NNS
,",",O,","
,exploited,O,VBN
,vulnerabilities,B-tool,NNS
,CVE-2019-19781,I-tool,NNP
,and,O,CC
,CVE-2020-0688,B-tool,NNP
,for,O,IN
,Citrix,O,NNP
,and,O,CC
,MS,O,NNP
,Exchange,O,NNP
,",",O,","
,and,O,CC
,CVE-2018-13379,B-tool,NNP
,for,O,IN
,Fortinet,O,NNP
,VPNs,O,NNP
,.,O,.
Sentence: 5651,Dragonfly,B-software,NNP
,has,O,VBZ
,exploited,O,VBN
,CVE-2011-0611,B-tool,NNP
,in,O,IN
,Adobe,O,NNP
,Flash,O,NNP
,Player,O,NNP
,to,O,TO
,gain,O,VB
,execution,O,NN
,on,O,IN
,a,B-application,DT
,targeted,I-application,JJ
,system,I-application,NN
,.,O,.
Sentence: 5652,Dragonfly,B-software,NNP
,has,O,VBZ
,exploited,O,VBN
,a,B-tool,DT
,Windows,I-tool,NNP
,Netlogon,I-tool,NNP
,vulnerability,I-tool,NN
,to,O,TO
,obtain,O,VB
,access,O,NN
,to,O,TO
,Windows,B-device,NNP
,Active,I-device,NNP
,Directory,I-device,NNP
,servers,I-device,NNS
,.,O,.
Sentence: 5653,Dragonfly,B-software,NNP
,has,O,VBZ
,used,O,VBN
,a,B-information,DT
,batch,I-information,NN
,script,I-information,NN
,to,O,TO
,gather,O,VB
,folder,B-file,NN
,and,O,CC
,file,O,NN
,names,O,NNS
,from,O,IN
,victim,B-device,NN
,hosts,I-device,NNS
,.,O,.
Sentence: 5654,Dragonfly,B-software,NNP
,has,O,VBZ
,gathered,O,VBN
,hashed,B-information,VBN
,user,I-information,NN
,credentials,I-information,NNS
,over,O,IN
,SMB,B-tool,NNP
,using,O,VBG
,spearphishing,B-file,VBG
,attachments,I-file,NNS
,with,O,IN
,external,B-file,JJ
,resource,I-file,NN
,links,I-file,NNS
,and,O,CC
,by,O,IN
,modifying,O,VBG
,.LNK,O,NNP
,file,O,NN
,icon,O,NN
,resources,O,NNS
,to,O,TO
,collect,O,VB
,credentials,B-information,NNS
,from,O,IN
,virtualized,B-application,JJ
,systems,I-application,NNS
,.,O,.
Sentence: 5655,Dragonfly,B-software,NNP
,has,O,VBZ
,collected,O,VBN
,open,B-information,JJ
,source,I-information,NN
,information,I-information,NN
,to,O,TO
,identify,O,VB
,relationships,O,NNS
,between,O,IN
,organizations,O,NNS
,for,O,IN
,targeting,O,VBG
,purposes,O,NNS
,.,O,.
Sentence: 5656,Dragonfly,B-software,NNP
,has,O,VBZ
,modified,O,VBN
,the,B-file,DT
,Registry,I-file,NNP
,to,O,TO
,hide,O,VB
,created,O,VBN
,user,O,JJ
,accounts,O,NNS
,.,O,.
Sentence: 5657,Dragonfly,B-software,NNP
,has,O,VBZ
,cleared,O,VBN
,Windows,O,NNP
,event,O,NN
,logs,O,NNS
,and,O,CC
,other,O,JJ
,logs,O,NNS
,produced,O,VBN
,by,O,IN
,tools,B-tool,NNS
,they,O,PRP
,used,O,VBD
,",",O,","
,including,O,VBG
,system,B-application,NN
,",",O,","
,security,O,NN
,",",O,","
,terminal,B-tool,NN
,services,I-tool,NNS
,",",O,","
,remote,B-tool,JJ
,services,I-tool,NNS
,",",O,","
,and,O,CC
,audit,O,NN
,logs,O,NNS
,.,O,.
Sentence: 5658,The,B-software,DT
,actors,I-software,NNS
,also,O,RB
,deleted,O,VBD
,specific,B-file,JJ
,Registry,I-file,NNP
,keys,I-file,NN
,.,O,.
Sentence: 5659,Dragonfly,B-software,NNP
,has,O,VBZ
,deleted,O,VBN
,many,O,JJ
,of,O,IN
,its,B-file,PRP$
,files,I-file,NNS
,used,O,VBN
,during,O,IN
,operations,O,NNS
,as,O,IN
,part,O,NN
,of,O,IN
,cleanup,O,NN
,",",O,","
,including,O,VBG
,removing,O,VBG
,applications,B-application,NNS
,and,O,CC
,deleting,O,VBG
,screenshots,O,NNS
,.,O,.
Sentence: 5660,Dragonfly,B-software,NNP
,has,O,VBZ
,copied,O,VBN
,and,O,CC
,installed,O,JJ
,tools,B-tool,NNS
,for,O,IN
,operations,O,NNS
,once,O,RB
,in,O,IN
,the,O,DT
,victim,O,NN
,environment,O,NN
,.,O,.
Sentence: 5661,Dragonfly,B-software,NNP
,has,O,VBZ
,created,O,VBN
,accounts,O,NNS
,disguised,O,VBD
,as,O,IN
,legitimate,O,JJ
,backup,O,NN
,and,O,CC
,service,O,NN
,accounts,O,NNS
,as,O,RB
,well,O,RB
,as,O,IN
,an,O,DT
,email,O,JJ
,administration,O,NN
,account,O,NN
,.,O,.
Sentence: 5662,Dragonfly,B-software,NNP
,has,O,VBZ
,modified,O,VBN
,the,B-file,DT
,Registry,I-file,NNP
,to,O,TO
,perform,O,VB
,multiple,O,NN
,techniques,O,NNS
,through,O,IN
,the,O,DT
,use,O,NN
,of,O,IN
,Reg,O,NNP
,.,O,.
Sentence: 5663,Dragonfly,B-software,NNP
,has,O,VBZ
,identified,O,VBN
,and,O,CC
,browsed,O,VBN
,file,B-device,NN
,servers,I-device,NNS
,in,O,IN
,the,B-device,DT
,victim,I-device,NN
,network,I-device,NN
,",",O,","
,sometimes,O,RB
,",",O,","
,viewing,O,VBG
,files,B-file,NNS
,pertaining,O,VBG
,to,O,TO
,ICS,O,NNP
,or,O,CC
,Supervisory,O,NNP
,Control,O,NNP
,and,O,CC
,Data,B-application,NNP
,Acquisition,I-application,NNP
,systems,I-application,NNS
,.,O,.
Sentence: 5664,Dragonfly,B-software,NNP
,has,O,VBZ
,obtained,O,VBN
,and,O,CC
,used,O,VBN
,tools,B-tool,NNS
,such,O,JJ
,as,O,IN
,Mimikatz,O,NNP
,",",O,","
,CrackMapExec,O,NNP
,",",O,","
,and,O,CC
,PsExec,O,NNP
,.,O,.
Sentence: 5665,Dragonfly,B-software,NNP
,has,O,VBZ
,dropped,O,VBN
,and,O,CC
,executed,O,VBN
,SecretsDump,O,NNP
,to,O,TO
,dump,O,VB
,password,B-information,NN
,hashes,I-information,NNS
,.,O,.
Sentence: 5666,Dragonfly,B-software,NNP
,has,O,VBZ
,dropped,O,VBN
,and,O,CC
,executed,O,VBN
,SecretsDump,B-tool,NNP
,to,O,TO
,dump,O,VB
,password,B-information,NN
,hashes,I-information,NNS
,.,O,.
Sentence: 5667,They,O,PRP
,also,O,RB
,obtained,O,VBD
,ntds.dit,B-file,NN
,from,O,IN
,domain,B-device,NN
,controllers,I-device,NNS
,.,O,.
Sentence: 5668,Dragonfly,B-software,NNP
,has,O,VBZ
,dropped,O,VBN
,and,O,CC
,executed,O,VBN
,SecretsDump,B-tool,NNP
,to,O,TO
,dump,O,VB
,password,B-information,NN
,hashes,I-information,NNS
,.,O,.
Sentence: 5669,Dragonfly,B-software,NNP
,has,O,VBZ
,used,O,VBN
,batch,B-information,NN
,scripts,I-information,NNS
,to,O,TO
,enumerate,O,VB
,administrators,O,NNS
,and,O,CC
,users,B-application,NNS
,in,O,IN
,the,O,DT
,domain,O,NN
,.,O,.
Sentence: 5670,Dragonfly,B-software,NNP
,has,O,VBZ
,queried,O,VBN
,the,B-file,DT
,Registry,I-file,NNP
,to,O,TO
,identify,O,VB
,victim,B-information,JJ
,information,I-information,NN
,.,O,.
Sentence: 5671,Dragonfly,B-software,NNP
,has,O,VBZ
,moved,O,VBN
,laterally,O,RB
,via,O,IN
,RDP,B-tool,NNP
,.,O,.
Sentence: 5672,Dragonfly,B-software,NNP
,has,O,VBZ
,commonly,O,RB
,created,O,VBN
,Web,B-tool,NNP
,shells,I-tool,NNS
,on,O,IN
,victims,B-application,NNS
,',O,POS
,publicly,B-information,RB
,accessible,I-information,JJ
,email,I-information,NN
,and,O,CC
,web,B-device,NN
,servers,I-device,NNS
,.,O,.
Sentence: 5673,Dragonfly,B-software,NNP
,used,O,VBD
,the,B-device,DT
,servers,I-device,NNS
,to,O,TO
,maintain,O,VB
,access,O,NN
,to,O,TO
,a,B-device,DT
,victim,I-device,NN
,network,I-device,NN
,and,O,CC
,download,O,NN
,additional,B-file,JJ
,malicious,I-file,JJ
,files,I-file,NNS
,.,O,.
Sentence: 5674,Dragonfly,B-software,NNP
,has,O,VBZ
,placed,O,VBN
,trojanized,B-tool,JJ
,installers,I-tool,NNS
,for,O,IN
,control,O,NN
,system,B-software,NN
,software,I-software,NN
,on,O,IN
,legitimate,O,JJ
,vendor,O,NN
,app,O,NN
,stores,O,NNS
,.,O,.
Sentence: 5675,Dragonfly,B-software,NNP
,has,O,VBZ
,used,O,VBN
,batch,B-information,NN
,scripts,I-information,NNS
,to,O,TO
,enumerate,O,VB
,network,B-information,NN
,information,I-information,NN
,",",O,","
,including,O,VBG
,information,B-information,NN
,about,O,IN
,trusts,O,NNS
,",",O,","
,zones,O,NNS
,",",O,","
,and,O,CC
,the,O,DT
,domain,O,NN
,.,O,.
Sentence: 5676,Dragonfly,B-software,NNP
,used,O,VBD
,the,B-tool,DT
,command,I-tool,NN
,query user,I-tool,NN
,on,O,IN
,victim,B-device,NN
,hosts,I-device,NNS
,.,O,.
Sentence: 5677,Dragonfly,B-software,NNP
,has,O,VBZ
,used,O,VBN
,various,O,JJ
,forms,O,NNS
,of,O,IN
,spearphishing,O,VBG
,in,O,IN
,attempts,O,NNS
,to,O,TO
,get,O,VB
,users,B-application,NNS
,to,O,TO
,open,O,VB
,malicious,B-file,JJ
,attachments,I-file,NNS
,.,O,.
Sentence: 5678,Dragonfly,B-software,NNP
,has,O,VBZ
,compromised,O,VBN
,user,B-information,NN
,credentials,I-information,NNS
,and,O,CC
,used,O,VBD
,valid,O,JJ
,accounts,O,NNS
,for,O,IN
,operations,O,NNS
,.,O,.
Sentence: 5679,Dragonfly,B-software,NNP
,trojanized,O,VBD
,legitimate,O,JJ
,ICS,O,NNP
,equipment,O,NN
,providers,O,NNS
,software,O,NN
,packages,O,NNS
,available,O,JJ
,for,O,IN
,download,O,NN
,on,O,IN
,their,B-application,PRP$
,websites,I-application,NNS
,.,O,.
Sentence: 5680,Dust,B-software,NNP
,Storm,I-software,NNP
,has,O,VBZ
,used,O,VBN
,Android,B-tool,NNP
,backdoors,I-tool,NNS
,capable,O,JJ
,of,O,IN
,exfiltrating,O,VBG
,specific,B-file,JJ
,files,I-file,NNS
,directly,O,RB
,from,O,IN
,the,B-device,DT
,infected,I-device,JJ
,devices,I-device,NNS
,.,O,.
Sentence: 5681,Elderwood,B-software,NN
,has,O,VBZ
,delivered,O,VBN
,zero-day,B-tool,JJ
,exploits,I-tool,NNS
,and,O,CC
,malware,B-software,NN
,to,O,TO
,victims,B-application,NNS
,by,O,IN
,injecting,O,VBG
,malicious,B-information,JJ
,code,I-information,NN
,into,O,IN
,specific,B-application,JJ
,public,I-application,JJ
,Web,I-application,NNP
,pages,I-application,NNS
,visited,O,VBN
,by,O,IN
,targets,O,NNS
,within,O,IN
,a,O,DT
,particular,O,JJ
,sector,O,NN
,.,O,.
Sentence: 5682,They,O,PRP
,have,O,VBP
,also,O,RB
,used,O,VBN
,zero-day,B-tool,JJ
,exploits,I-tool,NNS
,.,O,.
Sentence: 5683,The,B-software,DT
,Ritsol,I-software,NNP
,backdoor,I-software,NN
,trojan,I-software,NN
,used,O,VBN
,by,O,IN
,Elderwood,B-software,NNP
,can,O,MD
,download,O,VB
,files,B-file,NNS
,onto,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,from,O,IN
,a,O,DT
,remote,O,JJ
,location,O,NN
,.,O,.
Sentence: 5684,Elderwood,B-software,NN
,has,O,VBZ
,encrypted,O,VBN
,documents,B-file,NNS
,and,O,CC
,malicious,B-tool,JJ
,executables,I-tool,NNS
,.,O,.
Sentence: 5685,Elderwood,B-software,NN
,has,O,VBZ
,packed,O,VBN
,malware,B-information,JJ
,payloads,I-information,NNS
,before,O,IN
,delivery,O,NN
,to,O,TO
,victims,B-application,NNS
,.,O,.
Sentence: 5686,Elderwood,B-software,NN
,has,O,VBZ
,delivered,O,VBN
,zero-day,B-tool,JJ
,exploits,I-tool,NNS
,and,O,CC
,malware,B-software,NN
,to,O,TO
,victims,B-application,NNS
,via,O,IN
,targeted,O,VBN
,emails,O,NNS
,containing,O,VBG
,malicious,B-file,JJ
,attachments,I-file,NNS
,.,O,.
Sentence: 5687,Elderwood,B-software,NN
,has,O,VBZ
,delivered,O,VBN
,zero-day,B-tool,JJ
,exploits,I-tool,NNS
,and,O,CC
,malware,B-software,NN
,to,O,TO
,victims,B-application,NNS
,via,O,IN
,targeted,O,VBN
,emails,O,NNS
,containing,O,VBG
,a,B-file,DT
,link,I-file,NN
,to,O,TO
,malicious,O,JJ
,content,O,NN
,hosted,O,VBN
,on,O,IN
,an,B-device,DT
,uncommon,I-device,JJ
,Web,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 5688,Elderwood,B-software,NN
,has,O,VBZ
,leveraged,O,VBN
,multiple,O,JJ
,types,O,NNS
,of,O,IN
,spearphishing,O,VBG
,in,O,IN
,order,O,NN
,to,O,TO
,attempt,O,VB
,to,O,TO
,get,O,VB
,a,B-application,DT
,user,I-application,NN
,to,O,TO
,open,O,VB
,links,B-file,NNS
,.,O,.
Sentence: 5689,Elderwood,B-software,NN
,has,O,VBZ
,leveraged,O,VBN
,multiple,O,JJ
,types,O,NNS
,of,O,IN
,spearphishing,O,VBG
,in,O,IN
,order,O,NN
,to,O,TO
,attempt,O,VB
,to,O,TO
,get,O,VB
,a,B-application,DT
,user,I-application,NN
,to,O,TO
,open,O,VB
,attachments,B-file,NNS
,.,O,.
Sentence: 5690,Equation,B-software,NN
,has,O,VBZ
,been,O,VBN
,observed,O,VBN
,utilizing,O,JJ
,environmental,O,JJ
,keying,O,NN
,in,O,IN
,payload,O,NN
,delivery,O,NN
,.,O,.
Sentence: 5691,Equation,B-software,NN
,has,O,VBZ
,used,O,VBN
,an,O,DT
,encrypted,O,JJ
,virtual,O,JJ
,file,O,NN
,system,O,NN
,stored,O,VBN
,in,O,IN
,the,B-file,DT
,Windows,I-file,NNP
,Registry,I-file,NNP
,.,O,.
Sentence: 5692,Equation,B-software,NN
,has,O,VBZ
,used,O,VBN
,tools,B-tool,NNS
,with,O,IN
,the,B-tool,DT
,functionality,I-tool,NN
,to,O,TO
,search,O,VB
,for,O,IN
,specific,B-information,JJ
,information,I-information,NN
,about,O,IN
,the,B-device,DT
,attached,I-device,JJ
,hard,I-device,JJ
,drive,I-device,NN
,that,O,WDT
,could,O,MD
,be,O,VB
,used,O,VBN
,to,O,TO
,identify,O,VB
,and,O,CC
,overwrite,O,VB
,the,O,DT
,firmware,O,NN
,.,O,.
Sentence: 5693,Equation,B-software,NN
,is,O,VBZ
,known,O,VBN
,to,O,TO
,have,O,VB
,the,O,DT
,capability,O,NN
,to,O,TO
,overwrite,O,VB
,the,O,DT
,firmware,O,NN
,on,O,IN
,hard,B-device,JJ
,drives,I-device,NNS
,from,O,IN
,some,O,DT
,manufacturers,O,NNS
,.,O,.
Sentence: 5694,Evilnum,B-software,NN
,has,O,VBZ
,used,O,VBN
,PowerShell,B-tool,NNP
,to,O,TO
,bypass,O,VB
,UAC,O,NNP
,.,O,.
Sentence: 5695,Evilnum,B-software,NN
,has,O,VBZ
,used,O,VBN
,malicious,B-file,JJ
,JavaScript,I-file,NNP
,files,I-file,NNS
,on,O,IN
,the,B-application,DT
,victim,I-application,NN
,’s,O,NNP
,machine,B-device,NN
,.,O,.
Sentence: 5696,Evilnum,B-software,NN
,can,O,MD
,collect,O,VB
,email,B-information,JJ
,credentials,I-information,NNS
,from,O,IN
,victims,B-application,NNS
,.,O,.
Sentence: 5697,Evilnum,B-software,NN
,has,O,VBZ
,used,O,VBN
,the,B-software,DT
,malware,I-software,NN
,variant,I-software,NN
,",",O,","
,TerraTV,O,NNP
,",",O,","
,to,O,TO
,instead,O,RB
,of,O,IN
,the,B-file,DT
,original,I-file,JJ
,Windows,I-file,NNP
,DLL,I-file,NNP
,located,O,VBN
,in,O,IN
,a,B-file,DT
,system,I-file,NN
,folder,I-file,NN
,.,O,.
Sentence: 5698,Evilnum,B-software,NNP
,has,O,VBZ
,deleted,O,VBN
,files,B-file,NNS
,used,O,VBN
,during,O,IN
,infection,O,NN
,.,O,.
Sentence: 5699,Evilnum,B-software,NN
,can,O,MD
,deploy,O,VB
,additional,O,JJ
,components,O,NNS
,or,O,CC
,tools,B-tool,NNS
,as,O,IN
,needed,O,VBN
,.,O,.
Sentence: 5700,Evilnum,B-software,NN
,has,O,VBZ
,sent,O,VBN
,spearphishing,O,VBG
,emails,O,NNS
,containing,O,VBG
,a,B-file,DT
,link,I-file,NN
,to,O,TO
,a,B-file,DT
,zip,I-file,NN
,file,I-file,NN
,hosted,O,VBN
,on,O,IN
,Google,B-device,NNP
,Drive,I-device,NNP
,.,O,.
Sentence: 5701,Evilnum,B-software,NN
,has,O,VBZ
,sent,O,VBN
,spearphishing,O,VBG
,emails,O,NNS
,designed,O,VBN
,to,O,TO
,trick,O,VB
,the,O,DT
,recipient,O,NN
,into,O,IN
,opening,O,VBG
,malicious,B-file,JJ
,shortcut,I-file,NN
,links,I-file,NNS
,which,O,WDT
,downloads,O,VBP
,a,B-file,DT
,.LNK,I-file,NN
,file,I-file,NN
,.,O,.
Sentence: 5702,Evilnum,B-software,NN
,has,O,VBZ
,used,O,VBN
,a,O,DT
,component,O,NN
,called,O,VBN
,TerraLoader,O,NNP
,to,O,TO
,check,O,VB
,certain,B-device,JJ
,hardware,I-device,NN
,and,O,CC
,file,B-information,NN
,information,I-information,NN
,to,O,TO
,detect,O,VB
,sandboxed,O,JJ
,environments,O,NNS
,.,O,.
Sentence: 5703,Ferocious,B-software,JJ
,Kitten,I-software,NNP
,has,O,VBZ
,acquired,O,VBN
,domains,O,NNS
,imitating,O,VBG
,legitimate,O,JJ
,sites,O,NNS
,.,O,.
Sentence: 5704,Ferocious,B-software,JJ
,Kitten,I-software,NNP
,has,O,VBZ
,used,O,VBN
,right-to-left,O,JJ
,override,O,NN
,to,O,TO
,reverse,O,VB
,executables,B-tool,NNS
,’,O,VB
,names,B-information,NNS
,to,O,TO
,make,O,VB
,them,O,PRP
,appear,O,VB
,to,O,TO
,have,O,VB
,different,O,JJ
,file,O,NN
,extensions,O,NNS
,",",O,","
,rather,O,RB
,than,O,IN
,their,O,PRP$
,real,O,JJ
,ones,O,NNS
,.,O,.
Sentence: 5705,Ferocious,B-software,JJ
,Kitten,I-software,NNP
,has,O,VBZ
,named,O,VBN
,malicious,B-file,JJ
,files,I-file,NNS
,update.exe,I-file,JJ
,and,O,CC
,loaded,O,VBD
,them,O,PRP
,into,O,IN
,the,B-device,DT
,compromise,I-device,NN
,host,I-device,NN
,’s,O,NNP
,"""Public""",B-file,NNP
,folder,I-file,NN
,.,O,.
Sentence: 5706,Ferocious,B-software,JJ
,Kitten,I-software,NNP
,has,O,VBZ
,conducted,O,VBN
,spearphishing,O,VBG
,campaigns,O,NNS
,containing,O,VBG
,malicious,B-file,JJ
,documents,I-file,NNS
,to,O,TO
,lure,O,VB
,victims,B-application,NNS
,to,O,TO
,open,O,VB
,the,B-file,DT
,attachments,I-file,NNS
,.,O,.
Sentence: 5707,Ferocious,B-software,JJ
,Kitten,I-software,NNP
,has,O,VBZ
,attempted,O,VBN
,to,O,TO
,convince,O,VB
,victims,B-application,NNS
,to,O,TO
,enable,O,VB
,malicious,O,JJ
,content,O,NN
,within,O,IN
,a,O,DT
,spearphishing,O,VBG
,email,O,NN
,by,O,IN
,including,O,VBG
,an,B-information,DT
,odd,I-information,JJ
,decoy,I-information,NN
,message,I-information,NN
,.,O,.
Sentence: 5708,FIN10,B-software,NNP
,has,O,VBZ
,established,O,VBN
,persistence,O,NN
,by,O,IN
,using,O,VBG
,the,B-file,DT
,Registry,I-file,NNP
,option,I-file,NN
,in,O,IN
,PowerShell,O,NNP
,Empire,O,NNP
,to,O,TO
,add,O,VB
,a,B-file,DT
,Run,I-file,NNP
,key,I-file,NN
,.,O,.
Sentence: 5709,FIN10,B-software,NNP
,uses,O,VBZ
,PowerShell,B-tool,NNP
,for,O,IN
,execution,O,NN
,as,O,RB
,well,O,RB
,as,O,IN
,PowerShell,O,NNP
,Empire,O,NNP
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 5710,FIN10,B-software,NNP
,has,O,VBZ
,executed,O,VBN
,malicious,B-file,JJ
,.bat,I-file,NN
,files,I-file,NNS
,containing,O,VBG
,PowerShell,B-tool,NNP
,commands,I-tool,NNS
,.,O,.
Sentence: 5711,FIN10,B-software,NNP
,has,O,VBZ
,deployed,O,VBN
,Meterpreter,O,NNP
,stagers,O,NNS
,and,O,CC
,SplinterRAT,O,NNP
,instances,O,NNS
,in,O,IN
,the,B-device,DT
,victim,I-device,NN
,network,I-device,NN
,after,O,IN
,moving,O,VBG
,laterally,O,RB
,.,O,.
Sentence: 5712,FIN10,B-software,NNP
,has,O,VBZ
,used,O,VBN
,RDP,B-tool,NNP
,to,O,TO
,move,O,VB
,laterally,O,RB
,to,O,TO
,systems,B-application,NNS
,in,O,IN
,the,O,DT
,victim,O,NN
,environment,O,NN
,.,O,.
Sentence: 5713,FIN10,B-software,NNP
,has,O,VBZ
,established,O,VBN
,persistence,O,NN
,by,O,IN
,using,O,VBG
,S4U,B-tool,NNP
,tasks,I-tool,NNS
,as,O,RB
,well,O,RB
,as,O,IN
,the,O,DT
,Scheduled,O,NNP
,Task,O,NNP
,option,O,NN
,in,O,IN
,PowerShell,O,NNP
,Empire,O,NNP
,.,O,.
Sentence: 5714,FIN10,B-software,NNP
,has,O,VBZ
,used,O,VBN
,Meterpreter,B-tool,NNP
,to,O,TO
,enumerate,O,VB
,users,B-application,NNS
,on,O,IN
,remote,B-application,JJ
,systems,I-application,NNS
,.,O,.
Sentence: 5715,FIN10,B-software,NNP
,has,O,VBZ
,used,O,VBN
,stolen,B-information,VBN
,credentials,I-information,NNS
,to,O,TO
,connect,O,VB
,remotely,O,RB
,to,O,TO
,victim,B-device,VB
,networks,I-device,NNS
,using,O,VBG
,VPNs,O,NNP
,protected,O,VBD
,with,O,IN
,only,O,RB
,a,O,DT
,single,O,JJ
,factor,O,NN
,.,O,.
Sentence: 5716,FIN10,B-software,NNP
,has,O,VBZ
,moved,O,VBN
,laterally,O,RB
,using,O,VBG
,the,O,DT
,Local,O,JJ
,Administrator,O,NNP
,account,O,NN
,.,O,.
Sentence: 5717,FIN4,B-software,NNP
,has,O,VBZ
,used,O,VBN
,HTTP,B-tool,NNP
,POST,I-tool,NNP
,requests,I-tool,NNS
,to,O,TO
,transmit,O,VB
,data,B-information,NNS
,.,O,.
Sentence: 5718,FIN4,B-software,NNP
,has,O,VBZ
,used,O,VBN
,VBA,B-tool,NNP
,macros,I-tool,NNS
,to,O,TO
,display,O,VB
,a,O,DT
,dialog,O,NN
,box,O,NN
,and,O,CC
,collect,O,VB
,victim,B-information,NN
,credentials,I-information,NNS
,.,O,.
Sentence: 5719,FIN4,B-software,NNP
,has,O,VBZ
,accessed,O,VBN
,and,O,CC
,hijacked,O,VBN
,online,O,JJ
,email,O,NN
,communications,O,NNS
,using,O,VBG
,stolen,B-information,VBN
,credentials,I-information,NNS
,.,O,.
Sentence: 5720,FIN4,B-software,NNP
,has,O,VBZ
,created,O,VBN
,rules,O,NNS
,in,O,IN
,victims,B-application,NNS
,',O,POS
,Microsoft,B-information,NNP
,Outlook,I-information,NNP
,accounts,I-information,VBZ
,to,O,TO
,automatically,O,RB
,delete,O,VB
,emails,O,NNS
,containing,O,VBG
,words,O,NNS
,such,O,JJ
,as,O,IN
,"""hacked""",O,NN
,",",O,","
,"""phish""",O,NNP
,",",O,","
,and,O,CC
,"""malware""",O,NNP
,.,O,.
Sentence: 5721,FIN4,B-software,NNP
,attempts,O,NNS
,to,O,TO
,prevent,O,VB
,organizations,O,NNS
,from,O,IN
,communicating,O,VBG
,about,O,IN
,their,O,PRP$
,activities,O,NNS
,.,O,.
Sentence: 5722,FIN4,B-software,NNP
,has,O,VBZ
,captured,O,VBN
,credentials,B-information,NNS
,via,O,IN
,fake,O,JJ
,Outlook,O,NNP
,Web,O,NNP
,App,O,NNP
,login,O,NN
,pages,O,NNS
,and,O,CC
,has,O,VBZ
,also,O,RB
,used,O,VBN
,a,B-tool,DT
,.NET,I-tool,NN
,based,I-tool,VBN
,keylogger,I-tool,NN
,.,O,.
Sentence: 5723,FIN4,B-software,NNP
,has,O,VBZ
,presented,O,VBN
,victims,B-application,NNS
,with,O,IN
,spoofed,O,JJ
,Windows,O,NNP
,Authentication,O,NNP
,prompts,O,NNS
,to,O,TO
,collect,O,VB
,their,B-information,PRP$
,credentials,I-information,NNS
,.,O,.
Sentence: 5724,FIN4,B-software,NNP
,has,O,VBZ
,used,O,VBN
,spearphishing,O,VBG
,emails,O,NNS
,containing,O,VBG
,attachments,B-file,NNS
,with,O,IN
,embedded,O,JJ
,malicious,O,JJ
,macros,O,NNS
,.,O,.
Sentence: 5725,FIN4,B-software,NNP
,has,O,VBZ
,used,O,VBN
,spearphishing,O,VBG
,emails,O,NNS
,containing,O,VBG
,malicious,B-file,JJ
